"Genus","Species","phase","year","doy","photo","lat","elev","ID","false.spring","solr","windsp","aprecip","tmean","tmin","tmax","dewpt","gdd","chill","chill.day","frost","spp","tdiff"
"Aesculus","flava","flowers",2016,110,13.5361111111111,42.3026349555556,16.7555555555556,85758,0,193.0625,3.87916666666667,278.638,18.91,13.96,26.92,9.65,396.1,751,0,51,2,12.96
"Aesculus","flava","flowers",2017,119,-2.7775,42.3023320588235,17.2058823529412,85751,0,168.795138888889,6.359375,291.338,7.68,3.33,10.37,0.64,322.84,928,3,50,2,7.04
"Aesculus","flava","flowers",2017,119,-2.7775,42.3026795945946,16.6891891891892,85755,0,168.795138888889,6.359375,291.338,7.68,3.33,10.37,0.64,322.84,928,3,50,2,7.04
"Aesculus","flava","flowers",2017,119,-2.7775,42.3025272650602,16.9156626506024,85756,0,168.795138888889,6.359375,291.338,7.68,3.33,10.37,0.64,322.84,928,3,50,2,7.04
"Aesculus","flava","flowers",2017,119,-2.7775,42.3013592608696,18.6521739130435,85757,0,168.795138888889,6.359375,291.338,7.68,3.33,10.37,0.64,322.84,928,3,50,2,7.04
"Aesculus","flava","flowers",2017,119,-2.7775,42.3026349555556,16.7555555555556,85758,0,168.795138888889,6.359375,291.338,7.68,3.33,10.37,0.64,322.84,928,3,50,2,7.04
"Aesculus","flava","Increasing leaf size",2016,113,13.44,42.3023320588235,17.2058823529412,85751,0,259.28125,3.78229166666667,278.638,14.88,3.75,25.11,0.6,381.22,751,3,51,2,21.36
"Aesculus","flava","Increasing leaf size",2016,113,13.44,42.3026795945946,16.6891891891892,85755,0,259.28125,3.78229166666667,278.638,14.88,3.75,25.11,0.6,381.22,751,3,51,2,21.36
"Aesculus","flava","Increasing leaf size",2016,113,13.44,42.3025272650602,16.9156626506024,85756,0,259.28125,3.78229166666667,278.638,14.88,3.75,25.11,0.6,381.22,751,3,51,2,21.36
"Aesculus","flava","Increasing leaf size",2016,113,13.44,42.3026349555556,16.7555555555556,85758,0,259.28125,3.78229166666667,278.638,14.88,3.75,25.11,0.6,381.22,751,3,51,2,21.36
"Aesculus","flava","leaf drop",2015,266,11.9038888888889,42.3026795945946,16.6891891891892,85755,0,217.028645833333,1.44375,457.454,15.37,9.63,22.54,9.95,3230.07,633,0,76,2,12.91
"Aesculus","flava","leaf drop",2015,266,11.9038888888889,42.3025272650602,16.9156626506024,85756,0,217.028645833333,1.44375,457.454,15.37,9.63,22.54,9.95,3230.07,633,0,76,2,12.91
"Aesculus","flava","leaf drop",2015,266,11.9038888888889,42.3013592608696,18.6521739130435,85757,0,217.028645833333,1.44375,457.454,15.37,9.63,22.54,9.95,3230.07,633,0,76,2,12.91
